Description,link
" گزارش آگهی ,قیمت کل: ,15.59 میلیارد تومان,قیمت هر متر مربع: ,113 میلیون تومان, تهران ، منطقه 2 ، دریا ,نشان کردن",https://kilid.com/buy/detail/3041349
" گزارش آگهی ,قیمت کل: ,7.66 میلیارد تومان,قیمت هر متر مربع: ,88 میلیون تومان, تهران ، منطقه 3 ، دولت - کلاهدوز ,نشان کردن",https://kilid.com/buy/detail/3040711
" گزارش آگهی ,قیمت کل: ,11.2 میلیارد تومان, تهران ، منطقه 3 ، دیباجی جنوبی ,نشان کردن",https://kilid.com/buy/detail/3040720
" گزارش آگهی ,قیمت کل: ,7.25 میلیارد تومان,قیمت هر متر مربع: ,66 میلیون تومان, تهران ، منطقه 5 ، بلوار فردوس غربی ,نمایش بیشتر,نشان کردن",https://kilid.com/buy/detail/3040484
" گزارش آگهی ,قیمت کل: ,7.25 میلیارد تومان,قیمت هر متر مربع: ,62 میلیون تومان, تهران ، منطقه 5 ، جنت اباد جنوبی ,نشان کردن",https://kilid.com/buy/detail/3040483
" گزارش آگهی ,قیمت کل: ,4.65 میلیارد تومان, تهران ، منطقه 5 ، جنت اباد جنوبی ,نشان کردن",https://kilid.com/buy/detail/3040449
" گزارش آگهی ,قیمت کل: ,4.4 میلیارد تومان, تهران ، منطقه 5 ، جنت اباد جنوبی ,نشان کردن",https://kilid.com/buy/detail/3040438
" گزارش آگهی ,قیمت کل: ,4.3 میلیارد تومان, تهران ، منطقه 5 ، جنت اباد جنوبی ,نشان کردن",https://kilid.com/buy/detail/3040272
" گزارش آگهی ,قیمت کل: ,6.7 میلیارد تومان, تهران ، منطقه 5 ، پونک شمالی ,نشان کردن",https://kilid.com/buy/detail/3037977
" گزارش آگهی ,قیمت کل: ,11 میلیارد تومان, تهران ، منطقه 3 ، حسن اباد - زرگنده ,نشان کردن",https://kilid.com/buy/detail/3040710
" گزارش آگهی ,قیمت کل: ,5.35 میلیارد تومان, تهران ، منطقه 5 ، جنت اباد ,نشان کردن",https://kilid.com/buy/detail/3040622
" گزارش آگهی ,قیمت کل: ,7.77 میلیارد تومان, تهران ، منطقه 2 ، پونک ,نشان کردن",https://kilid.com/buy/detail/3039317
" گزارش آگهی ,قیمت کل: ,10.91 میلیارد تومان,قیمت هر متر مربع: ,88 میلیون تومان, تهران ، منطقه 3 ، اختیاریه ,نشان کردن",https://kilid.com/buy/detail/3040708
" گزارش آگهی ,قیمت کل: ,6.9 میلیارد تومان, تهران ، منطقه 2 ، پونک ,نشان کردن",https://kilid.com/buy/detail/3039315
" گزارش آگهی ,قیمت کل: ,11.8 میلیارد تومان, تهران ، منطقه 3 ، اختیاریه ,نشان کردن",https://kilid.com/buy/detail/3040988
" گزارش آگهی ,قیمت کل: ,3.84 میلیارد تومان,قیمت هر متر مربع: ,64 میلیون تومان, تهران ، منطقه 5 ، ارم ,نشان کردن",https://kilid.com/buy/detail/3039204
" گزارش آگهی ,قیمت کل: ,5.85 میلیارد تومان, تهران ، منطقه 5 ، فردوس ,نشان کردن",https://kilid.com/buy/detail/3040602
" گزارش آگهی ,قیمت کل: ,11 میلیارد تومان, تهران ، منطقه 3 ، اختیاریه ,نشان کردن",https://kilid.com/buy/detail/3040954
" گزارش آگهی ,قیمت کل: ,4.5 میلیارد تومان, تهران ، منطقه 5 ، فردوس ,نشان کردن",https://kilid.com/buy/detail/3040592
" گزارش آگهی ,قیمت کل: ,4.65 میلیارد تومان, تهران ، منطقه 5 ، جنت اباد شمالی ,نشان کردن",https://kilid.com/buy/detail/3040565
" گزارش آگهی ,قیمت کل: ,4.5 میلیارد تومان, تهران ، منطقه 5 ، جنت اباد ,نشان کردن",https://kilid.com/buy/detail/3040559
" گزارش آگهی ,قیمت کل: ,11 میلیارد تومان, تهران ، منطقه 3 ، اختیاریه ,نشان کردن",https://kilid.com/buy/detail/3040952
" گزارش آگهی ,قیمت کل: ,3.85 میلیارد تومان, تهران ، منطقه 5 ، فردوس ,نشان کردن",https://kilid.com/buy/detail/3040573
" گزارش آگهی ,قیمت کل: ,11.2 میلیارد تومان, تهران ، منطقه 3 ، اختیاریه ,نشان کردن",https://kilid.com/buy/detail/3040926
" گزارش آگهی ,قیمت کل: ,8.79 میلیارد تومان,قیمت هر متر مربع: ,78.5 میلیون تومان, تهران ، منطقه 3 ، بلوار میرداماد ,نشان کردن",https://kilid.com/buy/detail/3040722
" گزارش آگهی ,قیمت کل: ,3.4 میلیارد تومان,قیمت هر متر مربع: ,3.4 میلیارد تومان, تهران ، منطقه 5 ، جنت اباد شمالی ,نشان کردن",https://kilid.com/buy/detail/3040549
" گزارش آگهی ,قیمت کل: ,9.5 میلیارد تومان, تهران ، منطقه 3 ، جردن ,نشان کردن",https://kilid.com/buy/detail/3040702
" گزارش آگهی ,قیمت کل: ,4.4 میلیارد تومان,قیمت هر متر مربع: ,4.4 میلیارد تومان, تهران ، منطقه 5 ، جنت اباد جنوبی ,نشان کردن",https://kilid.com/buy/detail/3040546
" گزارش آگهی ,قیمت کل: ,4.8 میلیارد تومان, تهران ، منطقه 5 ، جنت اباد جنوبی ,نشان کردن",https://kilid.com/buy/detail/3040225
" گزارش آگهی ,قیمت کل: ,5.6 میلیارد تومان,قیمت هر متر مربع: ,76.7 میلیون تومان, تهران ، منطقه 5 ، پونک جنوبی ,نشان کردن",https://kilid.com/buy/detail/3041348
" گزارش آگهی ,قیمت کل: ,8.8 میلیارد تومان, تهران ، منطقه 3 ، اختیاریه ,نشان کردن",https://kilid.com/buy/detail/3040699
" گزارش آگهی ,قیمت کل: ,11.2 میلیارد تومان, تهران ، منطقه 3 ، اختیاریه ,نشان کردن",https://kilid.com/buy/detail/3040908
" گزارش آگهی ,قیمت کل: ,7.2 میلیارد تومان, تهران ، منطقه 3 ، اختیاریه ,نشان کردن",https://kilid.com/buy/detail/3040698
" گزارش آگهی ,قیمت کل: ,5.6 میلیارد تومان, تهران ، منطقه 5 ، بلوار فردوس غربی ,نشان کردن",https://kilid.com/buy/detail/3040219
" گزارش آگهی ,قیمت کل: ,3.55 میلیارد تومان,قیمت هر متر مربع: ,62 میلیون تومان, تهران ، منطقه 5 ، فردوس ,نشان کردن",https://kilid.com/buy/detail/3040487
" گزارش آگهی ,قیمت کل: ,4.18 میلیارد تومان,قیمت هر متر مربع: ,76 میلیون تومان, تهران ، منطقه 5 ، باغ فیض ,نشان کردن",https://kilid.com/buy/detail/3040510
" گزارش آگهی ,قیمت کل: ,6.7 میلیارد تومان,قیمت هر متر مربع: ,76.1 میلیون تومان, تهران ، منطقه 5 ، پونک جنوبی ,نشان کردن",https://kilid.com/buy/detail/3041352
" گزارش آگهی ,قیمت کل: ,4.9 میلیارد تومان, تهران ، منطقه 5 ، بلوار فردوس غربی ,نشان کردن",https://kilid.com/buy/detail/3039922
" گزارش آگهی ,قیمت کل: ,4.85 میلیارد تومان,قیمت هر متر مربع: ,60 میلیون تومان, تهران ، منطقه 5 ، فردوس ,نشان کردن",https://kilid.com/buy/detail/3040486
" گزارش آگهی ,قیمت کل: ,43 میلیارد تومان,قیمت هر متر مربع: ,160 میلیون تومان, تهران ، منطقه 1 ، اقدسیه ,نشان کردن",https://kilid.com/buy/detail/3037698
" گزارش آگهی ,قیمت کل: ,2.3 میلیارد تومان,قیمت هر متر مربع: ,53.5 میلیون تومان, تهران ، منطقه 2 ، توحید ,نشان کردن",https://kilid.com/buy/detail/3041356
" گزارش آگهی ,قیمت کل: ,5.4 میلیارد تومان,قیمت هر متر مربع: ,72 میلیون تومان, تهران ، منطقه 5 ، باغ فیض ,نشان کردن",https://kilid.com/buy/detail/3041358
" گزارش آگهی ,قیمت کل: ,12 میلیارد تومان, تهران ، منطقه 3 ، درب دوم ,نشان کردن",https://kilid.com/buy/detail/3041353
" گزارش آگهی ,قیمت کل: ,9.46 میلیارد تومان,قیمت هر متر مربع: ,110 میلیون تومان, تهران ، منطقه 1 ، دزاشیب ,نشان کردن",https://kilid.com/buy/detail/3041427
" گزارش آگهی ,قیمت کل: ,3.85 میلیارد تومان, تهران ، منطقه 2 ، ستارخان ,نشان کردن",https://kilid.com/buy/detail/3024531
" گزارش آگهی ,قیمت کل: ,3.85 میلیارد تومان, تهران ، منطقه 2 ، ستارخان ,نشان کردن",https://kilid.com/buy/detail/3024088
" گزارش آگهی ,قیمت کل: ,6.6 میلیارد تومان, تهران ، منطقه 2 ، طرشت ,نشان کردن",https://kilid.com/buy/detail/2965352
" گزارش آگهی ,قیمت کل: ,4.5 میلیارد تومان, تهران ، منطقه 2 ، ستارخان ,نشان کردن",https://kilid.com/buy/detail/3024082
" گزارش آگهی ,قیمت کل: ,6.7 میلیارد تومان, تهران ، منطقه 2 ، طرشت ,نشان کردن",https://kilid.com/buy/detail/2965341
" گزارش آگهی ,قیمت کل: ,8 میلیارد تومان, تهران ، منطقه 2 ، دریان نو ,نشان کردن",https://kilid.com/buy/detail/2965324
" گزارش آگهی ,قیمت کل: ,9.48 میلیارد تومان, تهران ، منطقه 1 ، دزاشیب ,نشان کردن",https://kilid.com/buy/detail/3041446
" گزارش آگهی ,قیمت کل: ,4.4 میلیارد تومان,قیمت هر متر مربع: ,62.9 میلیون تومان, تهران ، منطقه 2 ، پونک ,نشان کردن",https://kilid.com/buy/detail/3041448
" گزارش آگهی ,قیمت کل: ,7.8 میلیارد تومان, تهران ، منطقه 1 ، دزاشیب ,نشان کردن",https://kilid.com/buy/detail/3041451
" گزارش آگهی ,قیمت کل: ,15.6 میلیارد تومان,قیمت هر متر مربع: ,65 میلیون تومان, تهران ، منطقه 3 ، دیباجی جنوبی ,نشان کردن",https://kilid.com/buy/detail/3041449
" گزارش آگهی ,قیمت کل: ,21.6 میلیارد تومان,قیمت هر متر مربع: ,135 میلیون تومان, تهران ، منطقه 2 ، سعادت اباد ,نشان کردن",https://kilid.com/buy/detail/3041435
" گزارش آگهی ,قیمت کل: ,11.65 میلیارد تومان,قیمت هر متر مربع: ,104 میلیون تومان, تهران ، منطقه 3 ، اختیاریه ,نشان کردن",https://kilid.com/buy/detail/3040493
" گزارش آگهی ,قیمت کل: ,28.75 میلیارد تومان,قیمت هر متر مربع: ,135 میلیون تومان, تهران ، منطقه 3 ، دولت - کلاهدوز ,نشان کردن",https://kilid.com/buy/detail/3040492
" گزارش آگهی ,قیمت کل: ,8.2 میلیارد تومان, تهران ، منطقه 2 ، طرشت ,نشان کردن",https://kilid.com/buy/detail/2965334
" گزارش آگهی ,قیمت کل: ,29.82 میلیارد تومان,قیمت هر متر مربع: ,140 میلیون تومان, تهران ، منطقه 3 ، جردن ,نشان کردن",https://kilid.com/buy/detail/3040491
" گزارش آگهی ,قیمت کل: ,29.82 میلیارد تومان,قیمت هر متر مربع: ,140 میلیون تومان, تهران ، منطقه 3 ، بلوار میرداماد ,نشان کردن",https://kilid.com/buy/detail/3040488
" گزارش آگهی ,قیمت کل: ,28.75 میلیارد تومان,قیمت هر متر مربع: ,135 میلیون تومان, تهران ، منطقه 3 ، بلوار میرداماد ,نشان کردن",https://kilid.com/buy/detail/3040490
" گزارش آگهی ,قیمت کل: ,14 میلیارد تومان, تهران ، منطقه 1 ، سوهانک ,نشان کردن",https://kilid.com/buy/detail/3041465
" گزارش آگهی ,قیمت کل: ,7.5 میلیارد تومان, تهران ، منطقه 2 ، دریان نو ,نشان کردن",https://kilid.com/buy/detail/3032986
" گزارش آگهی ,قیمت کل: ,65 میلیارد تومان,قیمت هر متر مربع: ,260 میلیون تومان, تهران ، منطقه 1 ، صاحبقرانیه ,نمایش بیشتر,نشان کردن",https://kilid.com/buy/detail/3022014
" گزارش آگهی ,قیمت کل: ,7.5 میلیارد تومان, تهران ، منطقه 2 ، ستارخان ,نشان کردن",https://kilid.com/buy/detail/3032984
" گزارش آگهی ,قیمت کل: ,5.9 میلیارد تومان, تهران ، منطقه 1 ، درکه ,نشان کردن",https://kilid.com/buy/detail/3034197
" گزارش آگهی ,قیمت کل: ,8.5 میلیارد تومان, تهران ، منطقه 1 ، ولنجک ,نشان کردن",https://kilid.com/buy/detail/3034200
" گزارش آگهی ,قیمت کل: ,29.9 میلیارد تومان,قیمت هر متر مربع: ,230 میلیون تومان, تهران ، منطقه 1 ، ولنجک ,نمایش بیشتر,نشان کردن",https://kilid.com/buy/detail/3010505
" گزارش آگهی ,قیمت کل: ,6.7 میلیارد تومان, تهران ، منطقه 4 ، هروی ,نشان کردن",https://kilid.com/buy/detail/3041470
" گزارش آگهی , تهران ، منطقه 1 ، کامرانیه شمالی ,نمایش بیشتر,نشان کردن",https://kilid.com/buy/detail/2954964
" گزارش آگهی ,قیمت کل: ,9.6 میلیارد تومان,قیمت هر متر مربع: ,120 میلیون تومان, تهران ، منطقه 1 ، دزاشیب ,نشان کردن",https://kilid.com/buy/detail/3041473
" گزارش آگهی , تهران ، منطقه 1 ، امام زاده قاسم ,نمایش بیشتر,نشان کردن",https://kilid.com/buy/detail/3011632
" گزارش آگهی ,قیمت کل: ,9.65 میلیارد تومان, تهران ، منطقه 4 ، پاسداران ,نشان کردن",https://kilid.com/buy/detail/3035621
" گزارش آگهی ,قیمت کل: ,11.55 میلیارد تومان,قیمت هر متر مربع: ,96.3 میلیون تومان, تهران ، منطقه 3 ، دروس ,نشان کردن",https://kilid.com/buy/detail/3035587
" گزارش آگهی ,قیمت کل: ,9 میلیارد تومان, تهران ، منطقه 3 ، ظفر ,نشان کردن",https://kilid.com/buy/detail/3035625
" گزارش آگهی , تهران ، منطقه 3 ، دروس ,نمایش بیشتر,نشان کردن",https://kilid.com/buy/detail/3035486
" گزارش آگهی ,قیمت کل: ,5.3 میلیارد تومان,قیمت هر متر مربع: ,41.4 میلیون تومان, تهران ، منطقه 3 ، قلهک ,نشان کردن",https://kilid.com/buy/detail/3035584
" گزارش آگهی ,قیمت کل: ,11.6 میلیارد تومان, تهران ، منطقه 3 ، دروس ,نشان کردن",https://kilid.com/buy/detail/3030232
" گزارش آگهی ,قیمت کل: ,5.1 میلیارد تومان, تهران ، منطقه 3 ، قبا ,نشان کردن",https://kilid.com/buy/detail/3030237
" گزارش آگهی ,قیمت کل: ,10.5 میلیارد تومان, تهران ، منطقه 3 ، قلهک ,نشان کردن",https://kilid.com/buy/detail/3032308
" گزارش آگهی ,قیمت کل: ,25.3 میلیارد تومان, تهران ، منطقه 3 ، دروس ,نمایش بیشتر,نشان کردن",https://kilid.com/buy/detail/3040829
" گزارش آگهی ,قیمت کل: ,13.7 میلیارد تومان, تهران ، منطقه 3 ، قبا ,نشان کردن",https://kilid.com/buy/detail/3030235
" گزارش آگهی ,قیمت کل: ,14.18 میلیارد تومان,قیمت هر متر مربع: ,105 میلیون تومان, تهران ، منطقه 3 ، دروس ,نشان کردن",https://kilid.com/buy/detail/3039438
" گزارش آگهی ,قیمت کل: ,10.27 میلیارد تومان,قیمت هر متر مربع: ,87 میلیون تومان, تهران ، منطقه 4 ، هروی ,نشان کردن",https://kilid.com/buy/detail/3040160
" گزارش آگهی ,قیمت کل: ,35.19 میلیارد تومان,قیمت هر متر مربع: ,138 میلیون تومان, تهران ، منطقه 4 ، پاسداران ,نمایش بیشتر,نشان کردن",https://kilid.com/buy/detail/3039435
" گزارش آگهی ,قیمت کل: ,11.4 میلیارد تومان,قیمت هر متر مربع: ,120 میلیون تومان, تهران ، منطقه 3 ، دروس ,نشان کردن",https://kilid.com/buy/detail/3040446
" گزارش آگهی ,قیمت کل: ,13 میلیارد تومان,قیمت هر متر مربع: ,78 میلیون تومان, تهران ، منطقه 4 ، هروی ,نشان کردن",https://kilid.com/buy/detail/3039418
" گزارش آگهی ,قیمت کل: ,40 میلیارد تومان,قیمت هر متر مربع: ,100 میلیون تومان, تهران ، منطقه 3 ، دروس ,نشان کردن",https://kilid.com/buy/detail/3039032
" گزارش آگهی ,قیمت کل: ,13.1 میلیارد تومان, تهران ، منطقه 4 ، ساقدوش ,نشان کردن",https://kilid.com/buy/detail/3035599
" گزارش آگهی ,قیمت کل: ,46.98 میلیارد تومان,قیمت هر متر مربع: ,180 میلیون تومان, تهران ، منطقه 4 ، پاسداران ,نشان کردن",https://kilid.com/buy/detail/3039170
" گزارش آگهی ,قیمت کل: ,48.5 میلیارد تومان,قیمت هر متر مربع: ,170.2 میلیون تومان, تهران ، منطقه 3 ، دروس ,نمایش بیشتر,نشان کردن",https://kilid.com/buy/detail/3038963
" گزارش آگهی ,قیمت کل: ,9.2 میلیارد تومان,قیمت هر متر مربع: ,93.9 میلیون تومان, تهران ، منطقه 4 ، پاسداران ,نشان کردن",https://kilid.com/buy/detail/3033570
" گزارش آگهی ,قیمت کل: ,12.43 میلیارد تومان,قیمت هر متر مربع: ,109 میلیون تومان, تهران ، منطقه 4 ، پاسداران ,نشان کردن",https://kilid.com/buy/detail/3033482
" گزارش آگهی ,قیمت کل: ,11.77 میلیارد تومان,قیمت هر متر مربع: ,74.5 میلیون تومان, تهران ، منطقه 4 ، پاسداران ,نشان کردن",https://kilid.com/buy/detail/3032942
" گزارش آگهی ,قیمت کل: ,6.9 میلیارد تومان,قیمت هر متر مربع: ,69 میلیون تومان, تهران ، منطقه 5 ، سازمان برنامه جنوبی ,نشان کردن",https://kilid.com/buy/detail/3041480
" گزارش آگهی ,قیمت کل: ,8.5 میلیارد تومان,قیمت هر متر مربع: ,81 میلیون تومان, تهران ، منطقه 3 ، دروس ,نشان کردن",https://kilid.com/buy/detail/3031395
" گزارش آگهی ,قیمت کل: ,42.5 میلیارد تومان,قیمت هر متر مربع: ,170 میلیون تومان, تهران ، منطقه 1 ، کامرانیه شمالی ,نمایش بیشتر,نشان کردن",https://kilid.com/buy/detail/3033232
" گزارش آگهی ,قیمت کل: ,14.5 میلیارد تومان,قیمت هر متر مربع: ,85.2 میلیون تومان, تهران ، منطقه 4 ، پاسداران ,نشان کردن",https://kilid.com/buy/detail/3031135
" گزارش آگهی ,قیمت کل: ,18 میلیارد تومان,قیمت هر متر مربع: ,120 میلیون تومان, تهران ، منطقه 1 ، قیطریه ,نشان کردن",https://kilid.com/buy/detail/3041498
" گزارش آگهی ,قیمت کل: ,7.9 میلیارد تومان,قیمت هر متر مربع: ,79 میلیون تومان, تهران ، منطقه 4 ، پاسداران ,نشان کردن",https://kilid.com/buy/detail/3032629
" گزارش آگهی ,قیمت کل: ,17.5 میلیارد تومان,قیمت هر متر مربع: ,94.6 میلیون تومان, تهران ، منطقه 4 ، پاسداران ,نشان کردن",https://kilid.com/buy/detail/3033813
" گزارش آگهی ,قیمت کل: ,9 میلیارد تومان, تهران ، منطقه 1 ، فرمانیه ,نشان کردن",https://kilid.com/buy/detail/3041499
" گزارش آگهی ,قیمت کل: ,33 میلیارد تومان, تهران ، منطقه 1 ، شمال کاخ - نیاوران‎ ,نمایش بیشتر,نشان کردن",https://kilid.com/buy/detail/3041500
" گزارش آگهی ,قیمت کل: ,4.32 میلیارد تومان,قیمت هر متر مربع: ,48 میلیون تومان, تهران ، منطقه 22 ، دریاچه چیتگر ,نشان کردن",https://kilid.com/buy/detail/3041501
" گزارش آگهی ,قیمت کل: ,9.38 میلیارد تومان,قیمت هر متر مربع: ,75 میلیون تومان, تهران ، منطقه 1 ، حکمت ,نشان کردن",https://kilid.com/buy/detail/3041502
" گزارش آگهی ,قیمت کل: ,3.7 میلیارد تومان,قیمت هر متر مربع: ,56 میلیون تومان, تهران ، منطقه 5 ، بلوار فردوس غربی ,نشان کردن",https://kilid.com/buy/detail/3038699
" گزارش آگهی ,قیمت کل: ,4.12 میلیارد تومان,قیمت هر متر مربع: ,58 میلیون تومان, تهران ، منطقه 5 ، بلوار فردوس غربی ,نشان کردن",https://kilid.com/buy/detail/3033083
" گزارش آگهی ,قیمت کل: ,5 میلیارد تومان,قیمت هر متر مربع: ,50 میلیون تومان, تهران ، منطقه 22 ، شهرک چیتگر ,نشان کردن",https://kilid.com/buy/detail/3041503
" گزارش آگهی ,قیمت کل: ,3.42 میلیارد تومان,قیمت هر متر مربع: ,61 میلیون تومان, تهران ، منطقه 5 ، بلوار فردوس غربی ,نشان کردن",https://kilid.com/buy/detail/3033082
" گزارش آگهی ,قیمت کل: ,3.79 میلیارد تومان, تهران ، منطقه 2 ، ستارخان ,نشان کردن",https://kilid.com/buy/detail/3033791
" گزارش آگهی ,قیمت کل: ,4.62 میلیارد تومان,قیمت هر متر مربع: ,65 میلیون تومان, تهران ، منطقه 5 ، بلوار فردوس غربی ,نشان کردن",https://kilid.com/buy/detail/3039129
" گزارش آگهی ,قیمت کل: ,8.5 میلیارد تومان,قیمت هر متر مربع: ,71.4 میلیون تومان, تهران ، منطقه 3 ، جردن ,نشان کردن",https://kilid.com/buy/detail/3041520
" گزارش آگهی ,قیمت کل: ,4.35 میلیارد تومان,قیمت هر متر مربع: ,58 میلیون تومان, تهران ، منطقه 5 ، بلوار فردوس غربی ,نشان کردن",https://kilid.com/buy/detail/3032175
" گزارش آگهی ,قیمت کل: ,3.81 میلیارد تومان,قیمت هر متر مربع: ,56 میلیون تومان, تهران ، منطقه 5 ، بلوار فردوس غربی ,نشان کردن",https://kilid.com/buy/detail/3031460
" گزارش آگهی ,قیمت کل: ,11.2 میلیارد تومان,قیمت هر متر مربع: ,89.6 میلیون تومان, تهران ، منطقه 3 ، جردن ,نشان کردن",https://kilid.com/buy/detail/3041522
" گزارش آگهی ,قیمت کل: ,11.5 میلیارد تومان,قیمت هر متر مربع: ,100 میلیون تومان, تهران ، منطقه 3 ، جردن ,نشان کردن",https://kilid.com/buy/detail/3041529
" گزارش آگهی ,قیمت کل: ,8.26 میلیارد تومان,قیمت هر متر مربع: ,70 میلیون تومان, تهران ، منطقه 2 ، ستارخان ,نشان کردن",https://kilid.com/buy/detail/3032955
" گزارش آگهی ,قیمت کل: ,19 میلیارد تومان,قیمت هر متر مربع: ,95 میلیون تومان, تهران ، منطقه 3 ، جردن ,نشان کردن",https://kilid.com/buy/detail/3041524
" گزارش آگهی ,قیمت کل: ,8.26 میلیارد تومان,قیمت هر متر مربع: ,70 میلیون تومان, تهران ، منطقه 2 ، ستارخان ,نشان کردن",https://kilid.com/buy/detail/3021589
" گزارش آگهی ,قیمت کل: ,5.4 میلیارد تومان, تهران ، منطقه 2 ، شادمان ,نشان کردن",https://kilid.com/buy/detail/3021584
" گزارش آگهی , تهران ، منطقه 1 ، ملکی - مقدس اردبیلی ,نشان کردن",https://kilid.com/buy/detail/3039098
" گزارش آگهی , تهران ، منطقه 1 ، زعفرانیه ,نشان کردن",https://kilid.com/buy/detail/3039103
" گزارش آگهی ,قیمت کل: ,17.08 میلیارد تومان,قیمت هر متر مربع: ,140 میلیون تومان, تهران ، منطقه 1 ، ولنجک ,نشان کردن",https://kilid.com/buy/detail/3039107
" گزارش آگهی ,قیمت کل: ,5.4 میلیارد تومان, تهران ، منطقه 2 ، ستارخان ,نشان کردن",https://kilid.com/buy/detail/3018170
" گزارش آگهی ,قیمت کل: ,5 میلیارد تومان, تهران ، منطقه 2 ، توحید ,نشان کردن",https://kilid.com/buy/detail/3018173
" گزارش آگهی ,قیمت کل: ,39.1 میلیارد تومان,قیمت هر متر مربع: ,230 میلیون تومان, تهران ، منطقه 1 ، نیاوران ,نمایش بیشتر,نشان کردن",https://kilid.com/buy/detail/3041536
" گزارش آگهی ,قیمت کل: ,3 میلیارد تومان, تهران ، منطقه 10 ، سلسبیل جنوبی ,نشان کردن",https://kilid.com/buy/detail/3041539
" گزارش آگهی ,قیمت کل: ,9.3 میلیارد تومان,قیمت هر متر مربع: ,100 میلیون تومان, تهران ، منطقه 1 ، زعفرانیه ,نشان کردن",https://kilid.com/buy/detail/3039094
" گزارش آگهی ,قیمت کل: ,12.6 میلیارد تومان,قیمت هر متر مربع: ,85.1 میلیون تومان, تهران ، منطقه 7 ، سهروردی شمالی ,نشان کردن",https://kilid.com/buy/detail/3041540
" گزارش آگهی ,قیمت کل: ,24.6 میلیارد تومان,قیمت هر متر مربع: ,120 میلیون تومان, تهران ، منطقه 3 ، اختیاریه ,نشان کردن",https://kilid.com/buy/detail/3040793
" گزارش آگهی ,قیمت کل: ,18.14 میلیارد تومان,قیمت هر متر مربع: ,95.5 میلیون تومان, تهران ، منطقه 4 ، هروی ,نشان کردن",https://kilid.com/buy/detail/3040679
" گزارش آگهی ,قیمت کل: ,7.46 میلیارد تومان,قیمت هر متر مربع: ,66 میلیون تومان, تهران ، منطقه 3 ، اختیاریه ,نشان کردن",https://kilid.com/buy/detail/3040479
" گزارش آگهی ,قیمت کل: ,8.67 میلیارد تومان, تهران ، منطقه 3 ، قلهک ,نشان کردن",https://kilid.com/buy/detail/3040477
" گزارش آگهی ,قیمت کل: ,17 میلیارد تومان, تهران ، منطقه 1 ، فرمانیه ,نشان کردن",https://kilid.com/buy/detail/3040997
" گزارش آگهی ,قیمت کل: ,6 میلیارد تومان,قیمت هر متر مربع: ,63.2 میلیون تومان, تهران ، منطقه 2 ، پونک ,نشان کردن",https://kilid.com/buy/detail/3041464
" گزارش آگهی ,قیمت کل: ,8.8 میلیارد تومان, تهران ، منطقه 2 ، شهرارا ,نشان کردن",https://kilid.com/buy/detail/3032988
" گزارش آگهی ,قیمت کل: ,11.5 میلیارد تومان, تهران ، منطقه 3 ، اختیاریه ,نشان کردن",https://kilid.com/buy/detail/3030220
" گزارش آگهی ,قیمت کل: ,14.2 میلیارد تومان, تهران ، منطقه 3 ، دروس ,نشان کردن",https://kilid.com/buy/detail/3030222
" گزارش آگهی ,قیمت کل: ,14.27 میلیارد تومان,قیمت هر متر مربع: ,87 میلیون تومان, تهران ، منطقه 3 ، اختیاریه ,نشان کردن",https://kilid.com/buy/detail/3040709
" گزارش آگهی ,قیمت کل: ,3.54 میلیارد تومان,قیمت هر متر مربع: ,59 میلیون تومان, تهران ، منطقه 5 ، بلوار فردوس غربی ,نشان کردن",https://kilid.com/buy/detail/3039797
" گزارش آگهی ,قیمت کل: ,3.5 میلیارد تومان, تهران ، منطقه 5 ، جنت اباد ,نشان کردن",https://kilid.com/buy/detail/3040421
" گزارش آگهی ,قیمت کل: ,12.43 میلیارد تومان,قیمت هر متر مربع: ,109 میلیون تومان, تهران ، منطقه 4 ، پاسداران - ضرابخانه ,نشان کردن",https://kilid.com/buy/detail/3036095
" گزارش آگهی ,قیمت کل: ,10.8 میلیارد تومان,قیمت هر متر مربع: ,83.7 میلیون تومان, تهران ، منطقه 4 ، هروی ,نشان کردن",https://kilid.com/buy/detail/3032065
" گزارش آگهی ,قیمت کل: ,23 میلیارد تومان, تهران ، منطقه 3 ، قبا ,نشان کردن",https://kilid.com/buy/detail/3037345
" گزارش آگهی ,قیمت کل: ,14.5 میلیارد تومان, تهران ، منطقه 6 ، یوسف اباد ,نشان کردن",https://kilid.com/buy/detail/2989569
" گزارش آگهی ,قیمت کل: ,39.8 میلیارد تومان,قیمت هر متر مربع: ,100 میلیون تومان, تهران ، منطقه 3 ، دروس ,نشان کردن",https://kilid.com/buy/detail/3036535
" گزارش آگهی ,قیمت کل: ,8.8 میلیارد تومان, تهران ، منطقه 3 ، قلهک ,نشان کردن",https://kilid.com/buy/detail/3030228
" گزارش آگهی ,قیمت کل: ,9.7 میلیارد تومان,قیمت هر متر مربع: ,80.8 میلیون تومان, تهران ، منطقه 3 ، جردن ,نشان کردن",https://kilid.com/buy/detail/3041518
" گزارش آگهی ,قیمت کل: ,6.9 میلیارد تومان,قیمت هر متر مربع: ,81.2 میلیون تومان, تهران ، منطقه 3 ، جردن ,نشان کردن",https://kilid.com/buy/detail/3041511
" گزارش آگهی ,قیمت کل: ,10 میلیارد تومان,قیمت هر متر مربع: ,66.7 میلیون تومان, تهران ، منطقه 3 ، جردن ,نشان کردن",https://kilid.com/buy/detail/3041508
